transaction_id,user_id,campaign_id,amount
210,253,2,1366000.0
211,449,13,1309000.0
212,239,10,1245000.0
213,490,20,1190000.0
214,370,5,710000.0
215,464,12,682000.0
216,429,19,1218000.0
217,314,2,691000.0
218,175,19,962000.0
219,194,13,1335000.0
220,180,2,1233000.0
221,420,5,966000.0
222,385,13,1345000.0
223,295,2,1286000.0
224,215,11,1168000.0
225,474,5,738000.0
226,203,12,742000.0
227,250,1,818000.0
228,362,18,660000.0
229,257,20,761000.0
230,75,20,698000.0
231,344,13,994000.0
232,202,2,1353000.0
233,142,13,629000.0
234,206,1,1225000.0
235,199,1,1192000.0
236,407,5,604000.0
237,171,9,1432000.0
238,406,14,1163000.0
239,316,12,828000.0
240,228,8,1181000.0
241,411,4,752000.0
242,440,20,1174000.0
243,386,8,507000.0
244,423,8,1259000.0
245,179,3,952000.0
246,366,15,1113000.0
247,275,13,751000.0
248,62,4,1169000.0
249,327,2,1222000.0
250,204,12,933000.0
251,451,12,1072000.0
252,447,4,950000.0
253,367,20,1372000.0
254,133,3,1002000.0
255,72,8,1262000.0
256,78,20,1280000.0
257,189,8,856000.0
258,356,12,700000.0
259,71,6,909000.0
260,263,4,1318000.0
261,306,20,716000.0
262,46,8,963000.0
263,224,18,1397000.0
264,328,4,848000.0
265,250,3,1147000.0
266,76,1,748000.0
267,74,12,584000.0
268,142,6,1298000.0
269,73,17,634000.0
270,102,9,776000.0
271,94,20,1333000.0
272,69,3,850000.0
273,65,18,1575000.0
274,193,14,1611000.0
275,441,14,836000.0
276,62,17,573000.0
277,20,13,1254000.0
278,241,12,912000.0
279,203,2,577000.0
280,410,1,1212000.0
281,300,19,544000.0
282,195,12,1314000.0
283,454,15,626000.0
284,62,9,631000.0
285,107,2,649000.0
286,125,2,1403000.0
287,301,12,1144000.0
288,267,8,1224000.0
289,456,3,901000.0
290,477,9,842000.0
291,202,2,706000.0
292,162,11,992000.0
293,344,4,1045000.0
294,302,15,1109000.0
295,112,5,768000.0
296,337,8,1362000.0
297,32,1,672000.0
298,459,2,1408000.0
299,98,6,516000.0
300,472,9,988000.0
301,247,11,843000.0
302,261,4,943000.0
303,191,13,1115000.0
304,29,17,991000.0
305,48,14,996000.0
306,496,1,1237000.0
307,250,9,1194000.0
308,226,2,1281000.0
309,272,4,745000.0
310,153,20,1092000.0
311,485,2,1042000.0
312,328,9,875000.0
313,285,12,946000.0
314,180,13,847000.0
315,302,10,649000.0
316,153,1,717000.0
317,234,5,614000.0
318,23,10,1196000.0
319,418,2,1115000.0
320,451,6,1455000.0
321,94,1,1234000.0
322,370,2,530000.0
323,245,6,1389000.0
324,290,2,1309000.0
325,160,10,953000.0
326,373,13,1130000.0
327,285,15,1446000.0
328,9,3,1036000.0
329,450,3,1411000.0
330,185,2,560000.0
331,295,12,663000.0
332,135,13,979000.0
333,110,1,1089000.0
334,69,19,1349000.0
335,136,1,1494000.0
336,96,10,898000.0
337,119,13,570000.0
338,374,18,1391000.0
339,274,13,1150000.0
340,358,15,684000.0
341,366,5,1009000.0
342,338,15,1217000.0
343,177,2,1220000.0
344,361,18,1069000.0
345,237,10,814000.0
346,272,15,1443000.0
347,277,8,1094000.0
348,138,12,871000.0
349,362,10,789000.0
350,132,13,1282000.0
351,44,2,713000.0
352,123,1,674000.0
353,136,4,1023000.0
354,367,3,793000.0
355,373,18,1207000.0
356,126,4,614000.0
357,439,20,1136000.0
358,275,5,794000.0
359,495,3,502000.0
360,64,14,683000.0
361,296,12,1375000.0
362,232,9,1376000.0
363,51,10,741000.0
364,137,13,1331000.0
365,158,4,1101000.0
366,56,20,1447000.0
367,81,20,860000.0
368,232,12,1133000.0
369,428,3,566000.0
370,443,12,860000.0
371,399,2,1406000.0
372,452,1,1043000.0
373,326,4,783000.0
374,128,9,624000.0
375,126,18,1287000.0
376,317,13,1192000.0
377,80,13,910000.0
378,474,8,1364000.0
379,377,5,529000.0
380,357,6,806000.0
381,407,20,1398000.0
382,333,1,824000.0
383,175,17,796000.0
384,145,10,1045000.0
385,441,8,1245000.0
386,126,13,628000.0
387,182,9,1453000.0
388,219,18,1385000.0
389,436,18,728000.0
390,278,8,1140000.0
391,485,4,879000.0
392,83,11,913000.0
393,423,19,1315000.0
394,483,3,1469000.0
395,141,12,601000.0
396,334,12,883000.0
397,496,13,1021000.0
398,95,2,842000.0
399,365,13,899000.0
400,194,19,566000.0
401,110,3,1190000.0
402,52,4,930000.0
403,103,20,684000.0
404,101,3,1321000.0
405,142,17,1379000.0
406,201,9,993000.0
407,458,4,793000.0
408,319,18,1217000.0
409,199,8,741000.0
410,284,10,744000.0
411,494,6,1234000.0
412,217,11,547000.0
413,46,3,597000.0
414,28,6,508000.0
415,2,20,642000.0
416,383,4,565000.0
417,17,12,1434000.0
418,315,5,800000.0
419,436,14,707000.0
420,388,2,712000.0
421,77,20,1413000.0
422,466,8,959000.0
423,387,4,859000.0
424,371,2,1319000.0
425,165,3,899000.0
426,97,10,844000.0
427,105,5,717000.0
428,24,16,831000.0
429,200,8,768000.0
430,35,4,1170000.0
431,2,12,757000.0
432,289,13,1121000.0
433,332,3,568000.0
434,342,3,694000.0
435,461,1,911000.0
436,138,13,1496000.0
437,337,12,841000.0
438,62,9,1172000.0
439,299,17,799000.0
440,197,15,614000.0
441,377,11,565000.0
442,59,18,861000.0
443,265,3,660000.0
444,333,2,647000.0
445,188,4,1252000.0
446,63,1,518000.0
447,308,10,1069000.0
448,279,19,901000.0
449,30,1,1010000.0
450,171,2,1021000.0
451,452,8,765000.0
452,21,19,815000.0
453,299,5,1250000.0
454,201,9,1380000.0
455,135,1,695000.0
456,272,3,600000.0
457,23,20,1375000.0
458,442,20,836000.0
459,87,1,1055000.0
460,31,20,846000.0
461,121,12,600000.0
462,69,18,1165000.0
463,134,8,964000.0
464,371,10,710000.0
465,449,9,958000.0
466,315,12,1244000.0
467,496,2,1048000.0
468,412,1,599000.0
469,146,5,1062000.0
470,472,13,1252000.0
471,333,3,1298000.0
472,481,12,1083000.0
473,394,20,642000.0
474,263,2,1163000.0
475,293,12,1129000.0
476,480,8,493000.0
477,429,18,975000.0
478,86,3,836000.0
479,16,13,1217000.0
480,216,17,758000.0
481,116,20,1073000.0
482,118,12,1355000.0
483,270,9,1306000.0
484,395,12,1363000.0
485,467,18,1581000.0
486,343,10,516000.0
487,162,1,1127000.0
488,188,19,935000.0
489,104,13,1416000.0
490,141,12,721000.0
491,167,3,1487000.0
492,300,12,1068000.0
493,28,6,1298000.0
494,424,12,562000.0
495,272,2,657000.0
496,50,12,1207000.0
497,371,20,514000.0
498,156,1,1322000.0
499,324,20,506000.0
500,348,8,1088000.0
501,121,18,925000.0
502,444,14,1210000.0
503,140,10,1209000.0
504,16,13,877000.0
505,309,18,650000.0
506,438,8,536000.0
507,49,5,1104000.0
508,164,12,979000.0
509,62,15,1217000.0
510,340,14,1099000.0
511,154,15,903000.0
512,312,8,844000.0
513,376,15,516000.0
514,346,2,803000.0
515,150,10,1492000.0
516,376,1,1379000.0
517,73,5,841000.0
518,69,6,1091000.0
519,465,6,1352000.0
520,177,13,980000.0
521,354,6,520000.0
522,2,8,540000.0
523,309,4,1004000.0
524,119,6,1474000.0
525,7,4,1185000.0
526,255,2,548000.0
527,484,11,697000.0
528,461,12,1219000.0
529,404,12,1286000.0
530,478,9,1125000.0
531,414,6,1148000.0
532,75,17,559000.0
533,351,10,1343000.0
534,195,9,1297000.0
535,187,1,762000.0
536,450,5,1225000.0
537,496,6,717000.0
538,3,7,546000.0
539,184,10,709000.0
540,335,10,686000.0
541,273,11,847000.0
542,368,14,1000000.0
543,52,15,988000.0
544,263,13,1017000.0
545,368,20,758000.0
546,133,1,531000.0
547,482,3,1110000.0
548,225,1,899000.0
549,310,12,766000.0
550,61,18,1462000.0
551,365,4,1239000.0
552,16,19,1391000.0
553,229,1,999000.0
554,195,19,646000.0
555,251,6,1200000.0
556,443,2,678000.0
557,303,9,947000.0
558,48,4,561000.0
559,235,4,1317000.0
560,121,5,635000.0
561,499,15,1374000.0
562,320,10,1379000.0
563,50,5,978000.0
564,469,11,1259000.0
565,41,13,1165000.0
566,456,4,1295000.0
567,22,8,876000.0
568,371,2,1235000.0
569,182,3,966000.0
570,5,12,1382000.0
571,145,3,990000.0
572,357,10,973000.0
573,78,13,1338000.0
574,231,2,1270000.0
575,297,10,1066000.0
576,348,4,675000.0
577,479,20,952000.0
578,209,9,1478000.0
579,163,15,1227000.0
580,168,10,1325000.0
581,278,1,535000.0
582,237,12,928000.0
583,176,20,1128000.0
584,53,11,1345000.0
585,349,16,520000.0
586,10,18,1446000.0
587,146,4,1042000.0
588,227,3,700000.0
589,236,11,827000.0
590,464,8,735000.0
591,242,17,1091000.0
592,305,18,590000.0
593,71,6,661000.0
594,158,4,1304000.0
595,19,14,689000.0
596,55,4,729000.0
597,444,16,903000.0
598,215,8,956000.0
599,456,12,1212000.0
600,209,2,910000.0
601,21,12,1237000.0
602,282,8,1051000.0
603,249,11,620000.0
604,28,3,659000.0
605,423,13,975000.0
606,417,17,950000.0
607,296,3,1249000.0
608,211,2,1038000.0
609,285,1,892000.0
610,20,12,643000.0
611,20,11,735000.0
612,330,10,1087000.0
613,396,4,917000.0
614,120,6,1018000.0
615,97,11,678000.0
616,120,9,1171000.0
617,25,20,1331000.0
618,153,2,728000.0
619,245,13,1032000.0
620,260,8,1387000.0
621,4,8,783000.0
622,393,13,1140000.0
623,143,13,614000.0
624,282,20,1088000.0
625,335,2,566000.0
626,346,2,1402000.0
627,220,13,1265000.0
628,327,10,1302000.0
629,160,4,1196000.0
630,76,2,1047000.0
631,99,2,913000.0
632,180,18,1453000.0
633,127,3,1463000.0
634,32,5,1013000.0
635,265,4,1422000.0
636,334,6,1087000.0
637,13,2,998000.0
638,440,10,965000.0
639,380,2,681000.0
640,428,15,493000.0
641,481,4,737000.0
642,352,10,1020000.0
643,339,18,941000.0
644,414,12,910000.0
645,400,10,1496000.0
646,396,5,862000.0
647,202,5,965000.0
648,450,12,608000.0
649,18,20,539000.0
650,397,12,1223000.0
651,93,10,1082000.0
652,280,13,1312000.0
653,358,9,654000.0
654,396,1,1076000.0
655,316,10,762000.0
656,60,20,716000.0
657,477,3,514000.0
658,214,13,656000.0
659,100,3,812000.0
660,1,10,623000.0
661,43,2,1427000.0
662,311,8,760000.0
663,168,13,656000.0
664,192,5,709000.0
665,34,12,1043000.0
666,34,15,552000.0
667,176,19,1396000.0
668,417,4,1452000.0
669,196,7,755000.0
670,486,3,954000.0
671,158,20,514000.0
672,245,19,1169000.0
673,500,10,924000.0
674,366,17,815000.0
675,340,10,714000.0
676,346,12,1107000.0
677,335,2,880000.0
678,71,13,708000.0
679,327,2,1142000.0
680,114,16,1008000.0
681,285,14,1479000.0
682,407,13,643000.0
683,418,1,1291000.0
684,468,5,1190000.0
685,143,4,611000.0
686,97,6,1199000.0
687,309,2,904000.0
688,401,19,1481000.0
689,320,10,648000.0
690,212,5,1159000.0
691,317,6,885000.0
692,185,8,1370000.0
693,205,11,839000.0
694,364,10,1478000.0
695,216,19,1436000.0
696,246,9,775000.0
697,239,20,1283000.0
698,293,17,1584000.0
699,391,3,756000.0
700,8,19,960000.0
701,471,2,980000.0
702,78,15,779000.0
703,324,6,517000.0
704,277,18,770000.0
705,445,18,836000.0
706,494,15,924000.0
707,202,14,731000.0
708,214,5,1392000.0
709,94,2,1157000.0
710,478,7,592000.0
711,464,3,1155000.0
712,75,13,1201000.0
713,470,5,1476000.0
714,157,20,495000.0
715,153,12,717000.0
716,442,16,1352000.0
717,142,2,1376000.0
718,78,17,1292000.0
719,322,19,1297000.0
720,182,9,595000.0
721,461,11,1025000.0
722,195,14,797000.0
723,158,3,684000.0
724,146,9,1319000.0
725,54,7,642000.0
726,356,2,931000.0
727,277,6,1443000.0
728,309,2,659000.0
729,83,1,1484000.0
730,400,2,1435000.0
731,156,20,1039000.0
732,4,10,677000.0
733,499,20,803000.0
734,311,8,869000.0
735,271,5,820000.0
736,64,9,786000.0
737,449,8,1384000.0
738,112,2,628000.0
739,239,12,1183000.0
740,144,3,502000.0
741,374,12,1051000.0
742,20,12,1358000.0
743,64,3,791000.0
744,289,2,659000.0
745,81,14,1254000.0
746,197,8,1140000.0
747,382,1,1193000.0
748,69,20,806000.0
749,186,1,755000.0
750,167,13,1516000.0
751,205,20,1400000.0
752,492,4,951000.0
753,164,2,1293000.0
754,94,2,915000.0
755,249,5,937000.0
756,68,2,631000.0
757,343,13,964000.0
758,21,2,997000.0
759,319,9,526000.0
760,85,20,929000.0
761,390,15,1255000.0
762,24,12,1132000.0
763,111,5,1151000.0
764,437,12,1352000.0
765,351,10,524000.0
766,83,8,994000.0
767,358,2,1237000.0
768,460,18,1113000.0
769,78,8,775000.0
770,434,3,639000.0
771,380,6,1392000.0
772,140,8,913000.0
773,440,16,1305000.0
774,376,13,1130000.0
775,271,14,1278000.0
776,339,1,1309000.0
777,476,8,1090000.0
778,424,9,904000.0
779,169,1,1017000.0
780,197,4,1294000.0
781,453,13,909000.0
782,262,2,853000.0
783,215,10,602000.0
784,67,3,1420000.0
785,229,1,593000.0
786,161,4,1141000.0
787,427,20,899000.0
788,122,15,887000.0
789,149,20,1161000.0
790,340,9,571000.0
791,193,2,1051000.0
792,231,10,1286000.0
793,111,8,1249000.0
794,145,17,710000.0
795,221,2,1342000.0
796,392,9,1164000.0
797,64,3,1387000.0
798,126,5,999000.0
799,218,13,1085000.0
800,284,9,1428000.0
801,354,6,1404000.0
802,474,6,951000.0
803,397,8,728000.0
804,236,14,972000.0
805,485,18,949000.0
806,13,20,774000.0
807,422,14,837000.0
808,153,5,1380000.0
809,239,13,593000.0
810,190,8,1107000.0
811,151,4,668000.0
812,86,17,894000.0
813,21,1,564000.0
814,182,18,823000.0
815,319,8,1193000.0
816,158,12,1328000.0
817,459,12,692000.0
818,452,18,1030000.0
819,481,12,931000.0
820,367,11,1389000.0
821,76,2,1213000.0
822,329,10,1024000.0
823,416,3,1175000.0
824,203,13,1403000.0
825,229,9,513000.0
826,152,12,866000.0
827,263,1,1413000.0
828,72,2,1192000.0
829,225,13,1086000.0
830,473,2,989000.0
831,385,2,814000.0
832,131,1,1024000.0
833,360,20,1137000.0
834,28,13,956000.0
835,299,6,1218000.0
836,97,5,1380000.0
837,46,6,657000.0
838,1,14,1036000.0
839,166,12,871000.0
840,245,3,1192000.0
841,219,3,753000.0
842,102,2,1095000.0
843,291,12,1321000.0
844,458,14,1000000.0
845,204,4,1402000.0
846,202,1,1499000.0
847,54,2,582000.0
848,482,20,721000.0
849,280,5,1470000.0
850,412,14,1588000.0
851,278,12,573000.0
852,493,6,517000.0
853,16,3,664000.0
854,13,2,1437000.0
855,356,12,652000.0
856,356,14,1092000.0
857,318,12,1293000.0
858,427,10,526000.0
859,87,1,1109000.0
860,78,20,765000.0
861,416,15,1334000.0
862,67,5,794000.0
863,347,20,1168000.0
864,211,11,1188000.0
865,214,11,730000.0
866,185,13,557000.0
867,449,15,891000.0
868,453,12,757000.0
869,433,2,1257000.0
870,33,5,1318000.0
871,115,19,981000.0
872,275,4,1099000.0
873,420,6,1108000.0
874,499,8,1248000.0
875,198,8,870000.0
876,380,11,784000.0
877,143,19,784000.0
878,228,4,1029000.0
879,120,2,912000.0
880,353,3,944000.0
881,24,18,632000.0
882,27,12,1169000.0
883,433,4,709000.0
884,75,15,683000.0
885,241,17,966000.0
886,23,17,771000.0
887,161,19,1111000.0
888,41,4,866000.0
889,238,13,988000.0
890,239,8,975000.0
891,56,17,745000.0
892,413,13,683000.0
893,415,14,1503000.0
894,449,12,895000.0
895,98,3,916000.0
896,146,10,541000.0
897,466,20,982000.0
898,262,19,1080000.0
899,436,1,1063000.0
900,40,3,1212000.0
901,193,2,651000.0
902,239,13,783000.0
903,42,15,1284000.0
904,222,3,1453000.0
905,196,9,640000.0
906,288,17,1056000.0
907,10,13,743000.0
908,235,10,566000.0
909,325,11,835000.0
910,265,9,648000.0
911,69,5,1227000.0
912,445,10,1045000.0
913,139,13,670000.0
914,355,18,545000.0
915,219,12,1255000.0
916,196,13,704000.0
917,74,3,1111000.0
918,103,9,842000.0
919,225,1,1090000.0
920,123,4,810000.0
921,102,13,611000.0
922,264,20,711000.0
923,433,2,661000.0
924,408,7,938000.0
925,487,15,1134000.0
926,161,3,767000.0
927,233,10,518000.0
928,491,13,1061000.0
929,275,12,1060000.0
930,258,3,1469000.0
931,311,6,1093000.0
932,139,14,1057000.0
933,227,10,1085000.0
934,273,1,1433000.0
935,426,13,1383000.0
936,317,1,826000.0
937,387,13,767000.0
938,86,3,766000.0
939,291,20,988000.0
940,469,6,1248000.0
941,217,5,1017000.0
942,359,3,570000.0
943,66,5,1240000.0
944,257,18,1396000.0
945,135,20,777000.0
946,404,6,1168000.0
947,427,8,871000.0
948,375,13,1446000.0
949,390,18,1438000.0
950,55,11,1037000.0
951,356,6,1195000.0
952,243,8,1301000.0
953,252,13,1037000.0
954,21,1,816000.0
955,307,12,1202000.0
956,430,6,722000.0
957,163,15,870000.0
958,356,2,1312000.0
959,264,11,1238000.0
960,498,9,910000.0
961,68,12,685000.0
962,107,2,822000.0
963,400,10,792000.0
964,67,10,683000.0
965,199,10,1257000.0
966,192,11,761000.0
967,2,12,915000.0
968,257,15,868000.0
969,442,4,1472000.0
970,1,16,844000.0
971,358,9,584000.0
972,115,2,567000.0
973,391,1,1095000.0
974,88,5,1115000.0
975,197,14,1000000.0
976,469,13,970000.0
977,92,14,603000.0
978,274,10,1027000.0
979,344,8,945000.0
980,160,2,624000.0
981,173,5,612000.0
982,33,8,586000.0
983,458,2,577000.0
984,73,4,1102000.0
985,433,11,704000.0
986,417,13,782000.0
987,481,20,663000.0
988,455,19,1494000.0
989,196,12,1299000.0
990,284,8,687000.0
991,87,12,794000.0
992,309,14,773000.0
993,224,2,953000.0
994,44,8,489000.0
995,336,17,1240000.0
996,494,6,1026000.0
997,439,10,1413000.0
998,138,11,672000.0
999,270,3,1309000.0
1000,359,6,1296000.0
1001,36,5,636000.0
1002,34,1,902000.0
1003,88,1,673000.0
1004,146,16,715000.0
1005,16,4,758000.0
1006,233,10,1067000.0
1007,421,5,924000.0
1008,41,19,1483000.0
1009,255,4,622000.0
1010,281,8,1386000.0
1011,126,18,781000.0
1012,8,17,1348000.0
1013,472,3,842000.0
1014,468,15,630000.0
1015,368,8,1277000.0
1016,350,9,814000.0
1017,340,2,1113000.0
1018,402,2,1024000.0
1019,324,13,1012000.0
1020,176,9,1002000.0
1021,228,8,1159000.0
1022,454,13,612000.0
1023,323,14,1272000.0
1024,402,3,1401000.0
1025,367,11,564000.0
1026,488,2,615000.0
1027,18,13,1266000.0
1028,56,12,899000.0
1029,407,20,889000.0
1030,35,2,612000.0
1031,390,1,1011000.0
1032,118,4,622000.0
1033,282,4,970000.0
1034,254,4,1255000.0
1035,213,19,777000.0
1036,61,4,974000.0
1037,88,4,1482000.0
1038,271,13,1235000.0
1039,347,8,1261000.0
1040,32,14,996000.0
1041,396,2,1218000.0
1042,133,9,544000.0
1043,64,1,625000.0
1044,199,2,675000.0
1045,256,19,924000.0
1046,342,2,1293000.0
1047,155,10,855000.0
1048,463,8,1086000.0
1049,231,5,1226000.0
1050,301,18,1161000.0
1051,35,1,861000.0
1052,26,12,1033000.0
1053,23,20,829000.0
1054,141,10,590000.0
1055,474,19,1530000.0
1056,387,1,630000.0
1057,285,8,538000.0
1058,450,4,1369000.0
1059,320,13,835000.0
1060,156,20,1132000.0
1061,471,4,824000.0
1062,420,12,855000.0
1063,113,3,765000.0
1064,390,10,852000.0
1065,139,9,917000.0
1066,422,20,1201000.0
1067,374,11,1023000.0
1068,418,5,1463000.0
1069,209,2,521000.0
1070,323,3,1007000.0
1071,364,4,1077000.0
1072,430,4,1411000.0
1073,482,17,581000.0
1074,86,10,1085000.0
1075,285,10,1368000.0
1076,60,2,713000.0
1077,54,17,1457000.0
1078,93,13,540000.0
1079,325,2,1184000.0
1080,458,13,1492000.0
1081,458,10,1169000.0
1082,373,2,902000.0
1083,265,8,512000.0
1084,382,9,1429000.0
1085,213,3,974000.0
1086,333,20,521000.0
1087,10,17,1260000.0
1088,358,12,942000.0
1089,203,9,628000.0
1090,196,8,672000.0
1091,58,12,541000.0
1092,494,10,1086000.0
1093,256,2,1078000.0
1094,223,9,1012000.0
1095,369,15,1290000.0
1096,180,8,1280000.0
1097,418,1,1120000.0
1098,362,14,558000.0
1099,35,3,1200000.0
1100,359,4,912000.0
1101,103,3,1070000.0
1102,161,5,1165000.0
1103,200,13,885000.0
1104,160,10,1432000.0
1105,183,3,637000.0
1106,353,18,1253000.0
1107,136,18,539000.0
1108,430,18,1523000.0
1109,398,4,608000.0
1110,226,8,559000.0
1111,392,20,820000.0
1112,243,14,951000.0
1113,106,1,717000.0
1114,71,2,1042000.0
1115,77,9,949000.0
1116,54,19,547000.0
1117,277,10,828000.0
1118,111,9,1319000.0
1119,224,2,1143000.0
1120,75,12,1175000.0
1121,14,16,1134000.0
1122,459,6,814000.0
1123,258,14,653000.0
1124,482,20,760000.0
1125,189,3,1337000.0
1126,364,10,1496000.0
1127,239,4,987000.0
1128,401,15,499000.0
1129,334,10,647000.0
1130,473,12,788000.0
1131,304,15,1056000.0
1132,91,6,577000.0
1133,392,19,1479000.0
1134,184,10,874000.0
1135,17,3,1418000.0
1136,453,13,1333000.0
1137,12,15,1230000.0
1138,166,5,1122000.0
1139,146,17,1193000.0
1140,282,19,1166000.0
1141,479,4,1121000.0
1142,37,20,1037000.0
1143,70,2,1428000.0
1144,169,3,1237000.0
1145,335,3,1282000.0
1146,170,18,1468000.0
1147,497,12,686000.0
1148,253,3,586000.0
1149,346,8,924000.0
1150,499,12,973000.0
1151,460,2,1277000.0
1152,297,18,1009000.0
1153,431,15,1049000.0
1154,142,9,1034000.0
1155,385,20,530000.0
1156,273,8,1049000.0
1157,225,20,1307000.0
1158,183,12,631000.0
1159,221,12,1049000.0
1160,53,3,1098000.0
1161,118,18,710000.0
1162,365,8,586000.0
1163,159,3,1486000.0
1164,446,1,897000.0
1165,136,10,735000.0
1166,414,10,678000.0
1167,77,13,1215000.0
1168,336,18,1186000.0
1169,450,2,1099000.0
1170,45,13,612000.0
1171,18,3,1399000.0
1172,355,17,942000.0
1173,429,16,770000.0
1174,403,10,973000.0
1175,205,13,927000.0
1176,499,5,1382000.0
1177,324,9,1439000.0
1178,83,16,761000.0
1179,50,8,1282000.0
1180,281,6,1286000.0
1181,166,9,1440000.0
1182,243,16,706000.0
1183,377,5,1092000.0
1184,479,3,778000.0
1185,164,13,1378000.0
1186,324,16,478000.0
1187,56,2,1023000.0
1188,39,4,834000.0
1189,319,2,790000.0
1190,128,5,1161000.0
1191,391,8,1271000.0
1192,122,13,1155000.0
1193,247,12,1298000.0
1194,186,12,733000.0
1195,208,6,1023000.0
1196,315,17,1006000.0
1197,304,9,515000.0
1198,389,20,1040000.0
1199,239,12,1114000.0
