user_id,order_date,amount
LA-16780,2017-07-29,124.79200000000002
JH-15820,2017-07-09,228.92
BF-11005,2017-11-21,56.56
BF-11005,2017-11-21,5.56
BF-11005,2017-11-21,9.02
BF-11005,2017-11-21,8.62
TS-21610,2017-06-16,18.54
SM-20320,2017-10-12,7.968000000000001
TP-21415,2017-09-17,12.96
DK-13225,2017-12-20,6.48
DK-13225,2017-12-20,6.984000000000001
MK-17905,2017-12-02,47.96
JK-15625,2017-10-30,97.568
JK-15625,2017-10-30,199.98
CS-12355,2017-11-17,35.04
BB-10990,2017-06-01,17.480000000000004
BW-11200,2017-06-10,16.4
FM-14215,2017-12-23,181.95
MO-17800,2017-09-17,106.32
BC-11125,2017-06-11,280.79200000000003
BC-11125,2017-06-11,68.44800000000001
BC-11125,2017-06-11,88.04
BC-11125,2017-06-11,15.872
EM-13825,2017-07-20,14.62
EM-13825,2017-07-20,43.0
EM-13825,2017-07-20,182.94
EM-13825,2017-07-20,60.83
KN-16705,2017-09-23,14.352000000000002
RW-19690,2017-03-21,5.78
CC-12220,2017-12-10,10.86
AM-10360,2017-12-02,9.024
AM-10360,2017-12-02,69.456
AM-10360,2017-12-02,10.86
AM-10360,2017-12-02,79.47
AM-10360,2017-12-02,10.08
RF-19840,2017-04-16,13.710000000000004
MN-17935,2017-02-10,23.12
TP-21130,2017-01-24,5.67
CV-12295,2017-03-25,176.04
CV-12295,2017-03-25,16.02
CV-12295,2017-03-25,211.168
NP-18700,2017-08-14,5.76
NP-18700,2017-08-14,16.68
SB-20290,2017-09-09,56.45
AS-10090,2017-04-01,94.2
AS-10090,2017-04-01,28.4
TM-21010,2017-01-20,24.2
ML-18040,2017-10-12,79.87200000000001
MC-17590,2017-11-09,63.56
MC-17590,2017-11-09,99.99
SV-20935,2017-12-25,158.928
SV-20935,2017-12-25,13.023
RB-19795,2017-05-13,58.48
HM-14860,2017-12-28,7.4
JH-15910,2017-05-28,54.368
SW-20455,2017-07-17,7.904000000000001
DB-13405,2017-03-17,18.75
DB-13405,2017-03-17,119.7
DB-13405,2017-03-17,9.144
DB-13405,2017-03-17,57.06
DB-13405,2017-03-17,71.6
DB-13405,2017-03-17,107.44
DB-13405,2017-03-17,7.31
DB-13405,2017-03-17,59.1
DB-13405,2017-03-17,46.53
JG-15160,2017-08-15,97.84
CS-12460,2017-12-03,83.92000000000002
CS-12460,2017-12-03,14.624000000000002
CS-12460,2017-12-03,136.99
CS-12460,2017-12-03,3.15
MK-18160,2017-05-04,9.11
MK-18160,2017-05-04,32.400000000000006
MK-18160,2017-05-04,16.91
FO-14305,2017-06-19,11.184
KN-16705,2017-08-28,35.168
KN-16705,2017-08-28,99.68000000000002
KN-16705,2017-08-28,5.56
DC-12850,2017-06-22,37.608
LS-17200,2017-06-17,12.224
LS-17200,2017-06-17,2.3039999999999994
LS-17200,2017-06-17,9.359999999999998
MY-17380,2017-03-02,196.776
DW-13585,2017-05-02,129.93
JE-15745,2017-04-16,205.92
JE-15745,2017-04-16,102.833
AB-10105,2017-11-19,21.96
BD-11635,2017-12-21,71.0
SF-20200,2017-11-01,25.120000000000005
DR-12880,2017-12-27,13.248
VM-21685,2017-07-16,2.9120000000000004
RA-19285,2017-06-30,22.23
RS-19765,2017-11-24,79.1
BM-11650,2017-05-13,14.94
SK-19990,2017-04-23,121.94
SK-19990,2017-04-23,122.71
MS-17365,2017-04-01,5.78
JM-15655,2017-12-22,4.17
JM-15655,2017-12-22,67.04
JM-15655,2017-12-22,37.32
JM-15655,2017-12-22,18.45
TA-21385,2017-10-22,63.9
TA-21385,2017-10-22,52.99
SB-20290,2017-11-13,60.864
JF-15295,2017-05-15,39.96
JF-15295,2017-05-15,42.624
JF-15295,2017-05-15,220.96
SB-20170,2017-06-12,19.04
SB-20170,2017-06-12,13.128
SB-20170,2017-06-12,64.14
AS-10225,2017-09-17,10.776000000000002
AS-10225,2017-09-17,11.784
AS-10225,2017-09-17,25.584000000000003
AS-10225,2017-09-17,14.4
DG-13300,2017-11-28,79.96
CL-12700,2017-04-14,8.76
DB-13615,2017-11-27,8.76
DB-13615,2017-11-27,43.584
MH-18115,2017-01-21,14.4
MH-18115,2017-01-21,89.52
MH-18115,2017-01-21,164.99
CM-12160,2017-12-04,5.346000000000002
JD-16015,2017-07-11,132.60000000000002
AB-10255,2017-06-16,16.68
AB-10255,2017-06-16,19.44
CP-12085,2017-10-09,45.888000000000005
GM-14440,2017-07-29,60.12
SC-20680,2017-08-26,71.98
SE-20110,2017-12-21,124.36
SK-19990,2017-12-22,1.6410000000000002
FH-14350,2017-02-13,6.63
FH-14350,2017-02-13,107.53
EB-13750,2017-04-16,477.24
EB-13750,2017-04-16,25.98
FM-14380,2017-08-07,79.992
NK-18490,2017-10-12,0.99
NK-18490,2017-10-12,101.84
PL-18925,2017-06-22,10.332000000000004
PL-18925,2017-06-22,31.155000000000005
PL-18925,2017-06-22,8.928
RW-19690,2017-01-15,34.384
BT-11680,2017-12-10,19.104
ML-17755,2017-11-11,10.368000000000002
SS-20140,2017-04-30,23.680000000000003
SS-20140,2017-04-30,2.3760000000000003
TC-21295,2017-05-06,59.2
IG-15085,2017-10-20,13.36
IG-15085,2017-10-20,39.96
DL-13330,2017-11-03,41.37
DC-12850,2017-09-18,8.928
DC-12850,2017-09-18,47.584
CA-11965,2017-01-26,15.47
CA-11965,2017-01-26,7.16
GA-14725,2017-11-11,10.89
GA-14725,2017-11-11,19.44
GA-14725,2017-11-11,121.6
BH-11710,2017-05-18,36.048
XP-21865,2017-11-17,50.94
DM-13345,2017-04-08,56.28
VF-21715,2017-12-17,28.16
EM-13810,2017-08-20,40.29
RB-19360,2017-07-25,20.23
SC-20380,2017-05-19,67.8
RH-19495,2017-08-12,20.736000000000004
JK-15370,2017-08-13,31.44
JK-15370,2017-08-13,83.79
JK-15370,2017-08-13,59.52
JK-15370,2017-08-13,31.92
LC-16885,2017-06-12,17.088
SC-20800,2017-06-15,4.26
MC-17845,2017-12-29,6.029999999999999
EP-13915,2017-12-18,6.63
EP-13915,2017-12-18,12.96
EP-13915,2017-12-18,32.400000000000006
KH-16630,2017-11-02,23.85
JC-16105,2017-10-23,11.56
JC-16105,2017-10-23,26.4
JC-16105,2017-10-23,35.88
DL-12925,2017-11-03,8.56
DL-12925,2017-11-03,52.400000000000006
DL-12925,2017-11-03,14.94
ME-17725,2017-02-19,11.22
SE-20110,2017-08-27,5.952000000000001
MM-17920,2017-01-30,129.3
BP-11155,2017-07-10,18.84
CT-11995,2017-06-04,8.64
ME-17320,2017-11-18,19.76
JD-16150,2017-03-25,90.99
JD-16150,2017-03-25,368.97
MC-18100,2017-11-19,18.7
MP-18175,2017-12-14,26.25
MP-18175,2017-12-14,43.7
EM-14140,2017-11-12,41.6
EM-14140,2017-11-12,23.120000000000005
EM-14140,2017-11-12,113.88800000000002
EM-14140,2017-11-12,113.568
EM-14140,2017-11-12,7.920000000000001
MA-17995,2017-06-27,191.646
SH-20395,2017-05-04,2.313
PO-19180,2017-04-26,20.34
PO-19180,2017-04-26,39.28
AY-10555,2017-12-16,81.568
AY-10555,2017-12-16,97.184
AY-10555,2017-12-16,24.320000000000004
AY-10555,2017-12-16,18.96
JF-15565,2017-11-06,31.104000000000006
JF-15565,2017-11-06,13.272000000000002
JF-15565,2017-11-06,28.27200000000001
AR-10510,2017-12-16,10.8
DV-13045,2017-12-04,188.552
HL-15040,2017-10-03,22.58
RD-19810,2017-12-16,33.376
SR-20425,2017-04-17,12.03
SR-20425,2017-04-17,21.594000000000005
SR-20425,2017-04-17,8.964000000000002
SR-20425,2017-04-17,20.736000000000004
JB-16000,2017-11-17,327.73279999999994
MO-17800,2017-04-22,254.35200000000003
AB-10060,2017-09-16,20.736000000000004
AS-10045,2017-10-03,171.288
KF-16285,2017-09-11,12.96
KF-16285,2017-09-11,22.18
CC-12430,2017-11-06,13.9
CC-12430,2017-11-06,26.38
NZ-18565,2017-10-06,41.96
NZ-18565,2017-10-06,37.94
HH-15010,2017-10-19,8.96
HH-15010,2017-10-19,30.56
HH-15010,2017-10-19,24.368
RE-19450,2017-03-03,26.880000000000003
BF-11215,2017-03-13,90.8
BF-11215,2017-03-13,140.736
BF-11215,2017-03-13,45.36
KB-16405,2017-09-04,12.96
KB-16405,2017-09-04,43.176
DW-13480,2017-05-27,58.34
TP-21415,2017-02-09,127.984
TP-21415,2017-02-09,3.984
DB-12910,2017-03-31,61.0
CV-12805,2017-04-27,33.12
CS-12355,2017-04-14,10.776000000000002
CS-12355,2017-04-14,242.35200000000003
EC-14050,2017-03-23,25.68
FG-14260,2017-07-10,298.464
BP-11155,2017-10-02,49.12
LS-16975,2017-11-12,77.952
LS-16975,2017-11-12,67.992
LS-16975,2017-11-12,12.224
LS-16975,2017-11-12,44.784
LS-16975,2017-11-12,22.848
RB-19360,2017-09-25,119.96
RB-19360,2017-09-25,10.608
CS-11845,2017-02-11,88.77600000000001
PK-19075,2017-12-21,23.88
AP-10915,2017-09-23,47.984
SH-20395,2017-09-10,18.76
SM-20950,2017-12-05,20.94
SM-20950,2017-12-05,58.68
BM-11650,2017-11-09,9.64
KB-16585,2017-03-12,69.93
JE-16165,2017-10-20,3.75
JE-16165,2017-10-20,20.928
RW-19630,2017-10-02,65.99
ML-18040,2017-06-04,6.369999999999998
FH-14365,2017-07-22,29.97
AH-10030,2017-12-18,18.704
SH-19975,2017-09-22,13.392
SH-19975,2017-09-22,11.227999999999998
VG-21790,2017-07-08,75.17999999999999
BN-11515,2017-09-01,114.9
ND-18370,2017-04-16,2.8959999999999995
ND-18370,2017-04-16,32.544000000000004
SJ-20215,2017-12-01,219.80000000000004
SJ-20215,2017-12-01,317.058
BP-11185,2017-12-10,49.08
BP-11185,2017-12-10,324.90000000000003
BP-11185,2017-12-10,18.24
BG-11740,2017-04-17,60.312
MA-17560,2017-10-27,7.055999999999999
MA-17560,2017-10-27,27.184
KM-16225,2017-11-02,18.24
KM-16225,2017-11-02,27.78
JP-16135,2017-02-20,6.56
JP-16135,2017-02-20,13.11
HG-15025,2017-12-24,271.764
HG-15025,2017-12-24,14.376
GM-14455,2017-12-14,227.976
GM-14455,2017-12-14,52.67999999999999
GM-14455,2017-12-14,2.032
PR-18880,2017-08-21,17.12
PR-18880,2017-08-21,431.9680000000001
PR-18880,2017-08-21,129.92
